id,region,year,text,sentiment,dimensions
1329,Canada,2021-08,Long hours due to global role Conflicting responsibilities,negative,Collaboration
1330,Australia,2021-08,Projects often 'shoot from the hip' approach. Too many people involved in projects with lack of well defined process.,negative,Innovation|Leadership
1331,Singapore,2021-08,"Too much re-structuring, very strong Australian culture, needs more inclusive behaviour",negative,Diversity
1332,Australia,2021-07,"low pay, not a very good bonus system",negative,Recognition
1333,Australia,2021-08,"Not a fan of actual tech disruption Managers have a set mind, rather being flexible",negative,Inclusion
1334,Singapore,2021-07,"not challenging , less promotion opportunity",negative,Leadership
1335,Australia,2021-07,you can be one of many many people - just a number,positive,Inclusion
1336,American,2021-07,"Global Company, meaning you can sometime get lost in the organisation",negative,Collaboration
1337,American,2021-08,Management seems to act like police they rule your life .,negative,Leadership
1338,Australia,2021-07,"very long hours, working across various time zones. Very hierarchical organisation",negative,Collaboration|Leadership
1339,Australia,2021-07,The best career opportunities are interstate or overseas,positive,Respect
1340,Canada,2021-07,Not applicable - Nothing to report,negative,Respect
1341,Australia,2021-07,Growth can sometimes be slow,negative,Collaboration
1342,American,2021-07,Globalization of essential services causes inefficiency and frustration.,negative,Collaboration
1343,American,2021-06,Can not think of any,negative,Belonging
1344,American,2021-06,"If you are looking to design/innovate, this isn't the best place to start",negative,Collaboration
1345,American,2021-06,Large company bureaucracy Messy systems Good conditions has led to a lot of 'entitlement' for some,negative,Recognition
1346,American,2021-06,Very bureaucratic and IT is terrible.,negative,Leadership
1347,Australia,2021-07,Too bureaucratic in communication channel,negative,Respect
1348,American,2021-07,Company is very impersonal and employees may lose motivation at times,negative,Leadership
1349,Canada,2021-06,Nothing to report as cons,negative,Inclusion
1350,American,2021-07,Seeking diversity (Which i support) has negative impact to white middle aged men,negative,Diversity
1351,American,2021-06,"Site work exposes you to a different type of stress , have to watch your back, personnel not so cooperative or trustworthy.",negative,Collaboration
1352,American,2021-06,a bit disorganized but is expected in a large company,negative,Collaboration
1353,American,2021-05,Individual contracts and different pay scales,negative,Recognition
1354,Singapore,2021-06,Very long hours especially if you are in a global role. Messy systems and infrastructure.,negative,Collaboration|Belonging
1355,Singapore,2021-05,hard to move within company,negative,Collaboration
1356,Australia,2021-06,there is no traditional trainings for graduates. It is more like a free-range platform with a high level of autonomy.,positive,Inclusion|Innovation
1357,American,2021-05,non that I can think of at this stage,negative,Belonging
1358,United Kingdom,2021-05,Nothing in particular to mention in cons,negative,Collaboration
1359,American,2021-05,"remote,hot, lonely &amp; miss friends and family",positive,Inclusion
1360,Singapore,2021-05,"Too many changes, no clear direction, relevant politics over process",negative,Leadership
1361,American,2021-05,Lower salary than other mining companies,negative,Recognition
1362,Canada,2021-05,"-Most employees in this industry are a bit older crowd (32 and up, average in the 40s), so not super exciting if your in your 20s looking to work with peers -Depending on your team and your band, you may work a 9to5 or much longer hours",negative,Belonging
1363,American,2021-05,"Too complex structure, red tapes",negative,Leadership
1364,American,2021-05,"career progression, hierarchy is very rigid",negative,Leadership
1365,American,2021-04,"Fifo, away from family sucks",negative,Collaboration
1366,American,2021-04,Medical assistance is a nice add on,positive,Inclusion
1367,Canada,2021-04,Not taking care of their employees like they should. People are overworked!,negative,Leadership|Belonging
1368,American,2021-04,Very risk adverse so decision making takes a long time. Some silos in areas.,negative,Leadership
1369,American,2021-04,"Stress, demanding, expectation, big, reactive",negative,Leadership
1370,Canada,2021-04,"The hours can be very long, I don’t mind, but I know others do",positive,Collaboration
1371,American,2021-04,"Not too many opportunities for web development stream but if you love data, its great place to learn and contribute",positive,Inclusion
1372,American,2021-04,"No cons so far, it's a good place to work",positive,Inclusion
1373,United Kingdom,2021-03,Parent company's decision to close,negative,Respect
1374,American,2021-04,"Not a lot of development, no contractor conversion within the facilities department which sees a high turnover and knowledgeable, experienced people walking out the door",negative,Belonging
1375,American,2021-04,Large siloed operations with many bureaucratic processes.,negative,Leadership
1376,American,2021-03,Huge Company Recognition takes bit of time,positive,Belonging
1377,Australia,2021-03,None that I really need to mention,negative,Collaboration
1378,American,2021-03,Long hours sometimes over time,negative,Collaboration
1379,Australia,2021-03,lower pay than BHP or FMG,negative,Recognition
1380,Australia,2021-03,Matrix organisation can be a challenge,negative,Collaboration
1381,Australia,2021-03,restriction in opportunities as I spent more time with company,positive,Respect
1382,Singapore,2021-03,"Lots of organisational changes, which can be unsettling A lot of time spent in strategy workshops, but outcome rarely shared or implemented",negative,Respect
1383,Canada,2021-03,Leadership direction is often not clear,negative,Leadership
1384,Australia,2021-03,"same tasks, no much room for career path",negative,Collaboration
1385,American,2021-03,Convoluted business structure and continual initiatives that distract from real work,negative,Leadership
1386,Australia,2021-03,"I experienced none, enjoyed everything",positive,Belonging
1387,United Kingdom,2021-03,"HQ leaders are incapable of making decisions. When you thing that you are finally there, their will either find a way to postpone the decision or hire a consultant to review everything again.",negative,Leadership
1388,American,2021-03,Too lean (perhaps just my department).,negative,Belonging
1389,American,2021-03,Working away has its toll on family life,positive,Collaboration
1390,American,2021-03,too much paperwork and red tape like any other large company you may not make a big impact on the organization,negative,Belonging
1391,American,2021-03,"Highly political, competitive, and bureaucratic. Operates very differently to other companies and takes a while to learn the ‘Rio way’ of doing things. Growth opportunities are available, but very competitive. Large number of people who have never worked anywhere but Rio and as such are unable to search for opportunities outside and thus are hyper competitive to climb within the business.",positive,Leadership|Collaboration
1392,American,2021-02,Training poor quality Non Settled Employment Job Satisfaction,negative,Belonging
1393,American,2021-02,Most Jobs site based. FIFO or site based roles pays well. Base is low. Experience depends vastly on team leader,negative,Inclusion|Recognition|Respect|Collaboration
1394,American,2021-02,Advancement is based on perception not delivery. SME/Technical personnel overlooked as generalist have more sway.,negative,Belonging|Collaboration
1395,American,2021-02,"Perth (haha), Working in mines (if you are rostered)",positive,Inclusion
1396,Singapore,2021-02,Revolving door of senior management,positive,Leadership
1397,Singapore,2021-02,Consensus based across the board,positive,Collaboration
1398,United Kingdom,2021-02,"Like many commodity companies, poor ESG credentials",negative,Inclusion
1399,American,2021-02,long time away from home,negative,Belonging
1400,Australia,2021-02,"Challenging location, some leaders need to develop their leadership skills",negative,Belonging
1401,Australia,2021-02,don't think there are many,negative,Collaboration
1402,American,2021-02,The plethora of systems can be frustrating,negative,Collaboration
1403,Singapore,2021-02,good if you are not asian,positive,Diversity
1404,American,2021-02,long hours however they were through choice. The heat!,positive,Collaboration|Belonging
1405,Canada,2021-01,Work life balance is a challenge,positive,Collaboration
1406,American,2021-01,Pay is lesser than other mining companies,negative,Inclusion
1407,Canada,2021-01,Very hierarchical management style; difficult to lead without the title,negative,Leadership
1408,Australia,2021-01,You'll never progress if you're outside the circle,negative,Collaboration
1409,Canada,2021-01,- Lack of Collaboration - Stakeholders Engagement can be heavy,negative,Collaboration
1410,Canada,2021-01,"Global company can mean longer days, late or really early meetings.",negative,Collaboration
1411,Canada,2021-01,Lots of meeting outside of business hours to connect with other offices through the world. Big company where it is long and difficult to implement change. Re-organization can happen very quickly and there is no sentiment for employees at this point,negative,Collaboration|Respect
1412,American,2021-01,"Nothing not at all,no cons",negative,Inclusion
1413,Australia,2021-01,This is about the development opportunities,positive,Innovation
1414,Australia,2021-01,Bureaucracy and red-tape. Need to be able to navigate workplace office politics.,negative,Recognition|Respect
1415,American,2021-01,Workload is more than other smaller coy,negative,Collaboration
1416,American,2021-01,"Corporate speak, a bit hand clappy",negative,Collaboration
1417,American,2021-01,Culture is toxic. Experience is seen as a threat and huge turnover of managerial/supervisory positions. No strategy and 100% focus on costs.,negative,Leadership|Respect
1418,American,2021-01,"Not always people oriented, lots of restructures",negative,Innovation
1419,Canada,2021-01,"Toxic environment, closed mined personnel, can be distant to new people, trust issues. money driven.",negative,Leadership|Recognition
1420,American,2021-01,Overboard safety. Terrible pay. Company housing leaks everything it rains and they won't fix it so my partner and I have to sleep in the lounge room. No upskilling. No training. No career development. Supervision is incompetent. Management is incompetent. This is where your career goes to die.,negative,Respect|Collaboration|Leadership
1421,American,2020-12,None I can think of,negative,Belonging
1422,South Africa,2020-12,"Large corporate, diverse, cost sensitive,",positive,Collaboration
1423,Australia,2020-12,Work 10 hours a day,positive,Collaboration
1424,Australia,2020-12,"Average pay, never get a bonus while the company makes billions in profit and they treat their workers like trash. Constantly idnore massive safety concerns die to budget, they destroy Australian history for profits. Don't know a single employee that is happy at the company that is on the floor level, I shouldn't be surprised seeing as it's a Rothschild corporation",negative,Recognition|Respect|Leadership
1425,Canada,2020-11,Management turns their head and do not listen,negative,Respect
1426,Canada,2020-12,Many business units across the globe but little opportunity for international mobility. Poor talent and expertise management structure.,negative,Collaboration|Leadership
1427,Singapore,2020-12,"Everything ... seriously, it is the most depressing and dysfunctional workplaces I've ever encountered. One walk around the offices shows moroseness, heads down, scared looking, and staring blankly ahead. Nobody says greetings like ""good morning"" or ""hello."" It is horrible. Read the other reviews on Glassdoor. In order of worst Cons: 1. Seems to be that employees are the ""enemy"" and they are frequently undermined. No pun intended. 2. Salary - Initially, salary seemed pretty good, but company has a habit of unilaterally cutting base salaries and benefits whenever possible, sometimes up to 30% or more. This can be a blanket ""removal of allowances"" or a restructure of the bonus calculation - all with the aim of reducing salaries paid to employees. Similarly, almost any time a role is refilled, the ""banding"" or salary range will be downgraded so that the incoming replacement is shorted some compensation. Similarly, roles often get combined or off-shored so have to do more for less 3. It is an ""old boys network"" in the classic sense. In order to keep this lucrative musical chairs going lower downs may be undercut and outsiders never brought in. 4. Backstabbing - Setting up for failure or simply not supporting are common practice in my experience, it is the accepted way of work here. It is remarkable that anything actually gets done (not much does) due to the constant plotting and restructuring and empire-building that goes on. 5. Ego - Rio Tinto thinks of itself as the greatest company in the world: ""We aren't a mining company, we are a tech company ""... Well, certainly suppliers and customers laugh at that. The company doesn't want fresh or innovative ideas despite paying lip-service to this. 6. Diversity and Inclusion - Or, lack of. 7. No training or development budgets. This was always hidden from employers and only recently was essentially taken away. Training or development must come from departmental budgets and hence ... not supported. 7. Double-speak: Rio are masters of ""saying one thing, yet doing another."" One has to read between the lines for almost all internal communications to understand the real meaning or intent. Up is down, black is white and night is day in the Rio Tinto world. For example, the recent revision of the bonus calculation method was ""not a cost reduction exercise"" but rather a ""positive revision to make the system simpler."" Oh, but the fact that many will get lower bonuses well, that is just a coincidence. [Sarcasm intended.]",negative,Recognition|Respect|Collaboration|Leadership|Inclusion|Belonging
1428,Singapore,2020-12,"highly political, lack of willingness to address shortfalls, misogynists culture",negative,Leadership
1429,Australia,2020-11,"Nothing at all, a great place to work.",negative,Belonging
1430,Canada,2020-11,"sometimes it is difficult to get things done due to lack of clear process, accountability and complexity of the organization.",negative,Leadership
1431,American,2020-10,Working hours can be more flexible,positive,Collaboration
1432,American,2020-10,I cannot find any cons here,negative,Collaboration
1433,American,2020-11,Lower pay compared to other mining companies Limited training budgets,negative,Recognition
1434,American,2020-11,"Sometimes have to travel to next city, which makes me feel sick",negative,Collaboration
1435,American,2020-11,"Big Australian miners are inefficient, which is frustrating.",negative,Collaboration
1436,Australia,2020-10,senior management has lost its way,negative,Leadership
1437,American,2020-11,Company still recovering from the recent bad press,negative,Inclusion
1438,Canada,2020-10,Lots of systems. No other at this point.,negative,Collaboration|Belonging
1439,American,2020-10,"No cons at all, everyone should work for them.",positive,Inclusion
1440,American,2020-10,Doesnt pay as much as others,negative,Inclusion
1441,Singapore,2020-09,Very toxic culture filled with incompetent people seeking approval from management,negative,Leadership
1442,American,2020-10,Pay structure not very transparent and company loyalty not valued enough.,negative,Recognition
1443,Canada,2020-09,Very big Company with lots to do,positive,Collaboration
1444,Australia,2020-10,Nothing bad to say about this company,positive,Inclusion
1445,American,2020-09,"Long hours, expectation to work whenever is required.",negative,Belonging
1446,Canada,2020-09,"Work Life Balance, unsustainable work hours for leadership",positive,Collaboration
1447,American,2020-09,"Poor diversity, particularly in leaders Old school train of thought amongst leaders.",negative,Leadership
1448,American,2020-08,Reorganisation has meant loss of institutional knowledge,negative,Collaboration
1449,Australia,2020-08,Awful culture Boys club Say all the right things on paper but treat their women like their work is not good enough slowly squeezing them out the door.,negative,Respect
1450,Singapore,2020-08,Politics. Streamlining of roles have left teams very lean in resourcing.,positive,Recognition|Collaboration
1451,Canada,2020-08,Long Hours and lots of work,positive,Belonging
1452,Singapore,2020-07,Some bureaucracies that are being removed,negative,Leadership
1453,American,2020-08,Work life balance wasn't as good as some other smaller mining companies,negative,Collaboration
1454,American,2020-07,Management is not flexible Lack of training,negative,Respect
1455,Singapore,2020-08,Constant reorganisation. No job security.,negative,Innovation|Leadership
1456,Singapore,2020-08,long working hours and not much benefits,negative,Recognition
1457,Singapore,2020-07,"Hierarchy, multiple complex and sometimes overlapped work processes",positive,Leadership
1458,United Kingdom,2020-07,"Too hierarchical and bureaucratic, change is hard",negative,Leadership
1459,American,2020-05,"Slow to make meaningful changes, half pregnant on inclusion, short termism in decision making, costs prioritised over value, promotions based on technical merit not leadership potential, leadership not strong.",negative,Leadership
1460,Australia,2020-07,No structured learning and growth,negative,Leadership
1461,American,2020-06,My experience at Rio Tinto was mostly positive.,positive,Inclusion
1462,Australia,2020-06,Lots of regulations in place which slows down works related to tech Lots of politics as opposed to being frank and clear,negative,Respect
1463,Australia,2020-06,Sometimes people were promoted into management roles who weren't suitable managers.,negative,Leadership
1464,American,2020-06,career progression / salary / benefits,positive,Recognition
1465,Canada,2020-05,"lot of changes, can be out of control at times",negative,Innovation
1466,Singapore,2020-04,Working environment is slightly dull for young graduates in Singapore.,negative,Belonging
1467,American,2020-04,Not specified examples of the assessments,negative,Inclusion
1468,Canada,2020-04,A lot of complexity for absolutely nothing.,negative,Collaboration
1469,Singapore,2020-03,requires more improvements in terms of technology and innovation,positive,Innovation
1470,American,2020-04,Communication between management and operations,positive,Collaboration
1471,Australia,2020-02,"Like many others have commented Rio has been in a steady decline since 2015. The company has taken the opportunity to gouge employees at every opportunity along with seemingly non stop restructured makes for an unpleasant work environment. Rio isn't terrible, it's just the other big miners are so much better than them.",negative,Leadership|Respect
1472,Australia,2020-01,"Very corporate, slow HR process",negative,Collaboration
1473,Australia,2019-12,Average salary and global decisions that sometimes don't align with local needs.,negative,Recognition
1474,American,2020-01,"When change isn't managed well or when plans are not well tested, employees work in a state of constant, unhealthy stress.",negative,Leadership
1475,Australia,2019-12,"Can be boring, middle management decisions, pay could be better",negative,Belonging
1476,Canada,2019-12,"Long hours coordinating with colleagues in other countries, relatively poor career development support, constant restructuring, very cyclical industry.",negative,Leadership
1477,Canada,2020-01,Too many change management experiments,negative,Respect
1478,American,2020-01,"Risk adverse, very hierarchical, big company",negative,Leadership
1479,Australia,2019-11,Too much bureaucracy and lack of ownership for decision making,negative,Leadership
1480,Canada,2019-10,Due to time zones of a global company - you may need to do a few early morning or evening calls BUT everyone is so flexible and fair and since you have a flexible schedule its on you to manage it appropriately. You can say No :),positive,Collaboration|Respect
1481,American,2019-10,Very little scope for employee development. Poor people management resulting in company losing very good engineers. Managers don't really groom and promote the deserving and hard working engineers. Not a thriving working culture where employees feel empowered. So many new Perth based teams with many overlapping roles and very hard to know who is doing what.,negative,Leadership|Collaboration
1482,American,2019-10,Management doesn’t listen to experienced personnel,positive,Leadership
1483,Australia,2019-10,"Long hours, recently transformed, bureaucratic, riak adverse",negative,Leadership
1484,American,2019-09,Being in one place for too long.,negative,Belonging
1485,American,2019-08,Too many ' internal rules,negative,Respect
1486,American,2019-09,Hard to make change in such a large company,negative,Belonging
1487,American,2019-08,i don't have any cons to speak of,negative,Respect
1488,United Kingdom,2019-07,Politics and a propensity to focus on the short term.,negative,Leadership
1489,American,2019-06,Doesn't actively listen and engage some of their most experience technical subject matter experts,negative,Collaboration
1490,American,2019-06,sometimes not very flexible with new technologies,negative,Collaboration
1491,Singapore,2019-07,Politics can be out of control at times,negative,Respect
1492,Australia,2019-06,"still some silos in the organisation, but we do have a good senior management team who are looking to challenge the stereotype of a global mining organisation",positive,Respect
1493,American,2019-07,Have to travel a lot more.,positive,Collaboration
1494,American,2019-06,There are none at the moment,negative,Belonging
1495,Australia,2019-06,No flexibility on remuneration and no allowances provided when working away,negative,Recognition
1496,Singapore,2019-06,"culture in Singapore is very non-inclusive. if you are a white male from australia you will be fine, but if not you will enjoy a misogynistic nepotistic culture and a perception held by most white males in the company that they are being overlooked for undeserving diverse talent (even though there are no Singaporean’s in senior roles in Singapore and women are few ) A lot of talk about inclusion but who gets promoted and rewarded is bullies and/or people who are just good at self-promoting on yammer/power point. there is lots of bullying actually and people who undermine other colleagues to get ahead, especially in Singapore...not an enjoyable place to work exco is I think well-meaning but need to improve the culture",negative,Respect|Diversity
1497,Singapore,2019-04,"-Too shareholder centric which is understandable given they are listed across multiple stock exchanges. Despite having the best performance in over 140 years of operation, the bonus was a measly 2 months. -Tall hierarchy. Too much politics at all.",negative,Leadership|Recognition|Respect
1498,United Kingdom,2019-05,management and policy changes were badly communicated,negative,Respect
1499,American,2019-04,None has been good career.,negative,Respect
1500,Singapore,2019-03,Avoid at all cost now,negative,Respect
1501,United Kingdom,2019-03,Small footprint in London and decreasing,positive,Inclusion
1502,South Africa,2019-01,Largely divested from Africa and downsized,negative,Leadership
1503,American,2018-11,"Management not great, very limited chance of getting a promotion.",negative,Leadership
1504,Singapore,2019-01,"Lack of Consistency from Leadership , Constant Changes before Strategy is implemented, Too Short term view, Internal politics",negative,Leadership
1505,American,2018-11,Career growth opportunities are limited Workspace lacks modern outlook,negative,Respect
1506,American,2018-11,Rio Tinto needs to find the focus and discipline to drive advancements home with proper process.,positive,Collaboration
1507,Australia,2019-01,The organisation has changed so many senior people that no one knows who does what any more. The new team don’t know the business basics Are yet so everything is highly politicized. The new operational hubs are a long way from operations and the top down centralisation can kill local initiatives.,negative,Collaboration|Respect
1508,American,2018-11,"Work life balance, not enough time with family",positive,Inclusion
1509,Canada,2018-09,It depends on everyone's experience.,positive,Collaboration
1510,Australia,2018-09,"Exceptionally poor systems and processes, which frustrate employees and leaders. Business claims it’s fantastic, but systems like AskHR are disgusting. They are slow, response is poor, result is often not what you request. The application of any common sense in relation to what you request is non exiting. Fellow leaders would literally slump in their chair when they knew that they had to use these systems to help their employees.",negative,Leadership|Respect|Collaboration
1511,Canada,2018-09,Great Job uncertainty major company wide layoffs every 6 months,negative,Respect
1512,Australia,2018-10,"Absolutely farce of a performance appraisal process, it would be easier and more cost efficient to just give pay rises where deserved, you gotta be in the boys club. Real talent generally gets unoticed (on purpose) and walks out the door a year later. Lots of acting opportunity if you like doing higher duties and responsibilities for no extra pay this is your company. Very reactive to incidents and safety. No transparency whatsoever.",negative,Recognition|Leadership|Belonging|Respect
1513,Australia,2018-11,There’s a few cliques in coal and iron ore BUs The transformation of shared services the last 4 years has not delivered its intended outcomes and would have cost a fortune that I now understand had been partially reverted.,negative,Belonging
1514,United Kingdom,2018-09,"Work landscape constantly changing, middle management overload",negative,Innovation
1515,Australia,2018-09,current reshape of the business,positive,Collaboration
1516,American,2018-08,Could not ask any better workplace,negative,Collaboration
1517,American,2018-09,Bureaucracy that comes hand in hand when working as part of a larger company,negative,Belonging
1518,Singapore,2018-08,"Very political, good performance doesn’t get you ahead. Currying up does.",negative,Leadership|Respect
1519,American,2018-08,You have to know someone to get ahead. Poor leadership up through senior leaders that don't have ground experience. Poor leaders are not dealt with.,negative,Collaboration|Leadership
1520,Singapore,2018-08,You will used up all the health benefit. Cos the manager are crazy people. Force you come early and don't let you off until 6.30pm. And kept giving threat to staff by saying will sack them. The higher management knew your mistake and had agreed to threaten you.,negative,Recognition|Leadership|Collaboration|Respect
1521,American,2018-09,Dynamic scheduling is run like a private kingdom Zero transparency Direct appoint people to roles with no advertising the position or giving other candidates even a chance of applying. Secondments almost always given to people outside the team. Demoralising for schedulers who realise they will have no scope of growth. Leadership team utilise nepotism as means to get mates jobs. Manager busy scoring brownie points direct appointing people to roles. Direct appointing people based on gender and nepotism. Zero value for skills experience or knowledge. Rio values of transparency equal opportunity etc is non existant in dynamic scheduling as a department.,negative,Leadership|Collaboration|Belonging|Inclusion
1522,Singapore,2018-07,Depend on which BU you works in. Some are really bad because of too rigid rulings,negative,Belonging|Collaboration
1523,Singapore,2018-07,"Structural changes, ongoing job cuts",negative,Collaboration
1524,American,2018-07,Functional or technical review (restructure) happens far too often and affect morale. Decision to work in an agile working environment reduced productivity and made me feel like i am just a resource and not valued. HR does not acknowledge and provide closure for applicants. This is embarrassing especially when we refer good candidates to HR and they leave them hanging. why bother?,negative,Collaboration|Innovation|Respect|Leadership
1525,Canada,2018-04,Heavy focused on staff reduction and outsourcing in IT Constant reorganization and change in the structure Very difficult and stressful for people who don't do well with job insecurity due to the constant restructuring,negative,Collaboration
1526,Australia,2018-04,Uniquely administrate multimedia based e-markets with functional opportunities. Holisticly customize exceptional outsourcing without standardized benefits. Conveniently syndicate granular architectures before future-proof ideas. Compellingly leverage existing fully researched value.,positive,Inclusion|Belonging|Collaboration
1527,Canada,2018-05,"As everything changes so often with any reason, nobody is accountable for nothing, creating inefficient processes. Lot of uncertainty lead by a small elite very unproductive and boot licking.",negative,Leadership
1528,Canada,2018-03,Challenging and can disrupt work life balance,positive,Leadership
1529,Australia,2018-04,"Ultimately it comes down to this. During my 7 year career with Rio I was not given the opportunity to advance my skills in geology to move either into another geology role (without going back to graduate roles) or move up in the system (boom over positions consolidated old wood not trimmed). You won't be given opportunity to model deposits, you won't be given opportunity to move into other siloed departments, you probably won't get overseas (although I did...) and unless you happen to get lucky the role will be a dead end.",negative,Collaboration|Leadership
1530,American,2018-04,"Demands on time, travel can be excessive",negative,Collaboration
1531,Canada,2018-03,"Development path, structural changes often",positive,Innovation
1532,Australia,2018-03,Remote Areas can be difficult for work life balance,negative,Inclusion
1533,American,2018-02,Manager can't help to grow the team,negative,Collaboration
1534,American,2018-03,The company is huge to keep collaborate with all stakeholders.,positive,Collaboration
1535,United Kingdom,2018-02,Huge change program underway creating uncertainty and low loyalty (both ways),negative,Leadership
1536,Australia,2018-03,"Working away, Monotonous, 2/1 Roster",negative,Belonging
1537,Singapore,2018-02,"1. Lack of cohesion between Executive leadership 2. With the creation of the new Commercial organisation, everyone has worked well to have their cronies into MD & GM positions 3. Lot of senior leaders are out of touch with reality and only interested in looking after themselves and their rat pack 4. Talent & hard work means nothing, it’s all about who you know and suck up to 5. Big news about diversity, where’s the local talent development. instead bring expat females (only ONE Singaporean GM out of almost 35, not a single Ecco member other than people from Australia, EU & North America) 6. Scale is heavily tilted towards Project Managers and handful of people who actually do work 7. A culture of meeting and hand balling with no accountability 8. Serious lack of integrity, credibility and honestly, people are pawn they use in their self preserving games",negative,Belonging|Leadership|Collaboration|Respect
1538,Singapore,2018-02,"Changes are inevitable but it can be better communicated. A mammoth organization and folks often work in silos and work responsibilities are finely demarcated, sometimes inadvertently creating a culture where people don't go beyond what is common sense.",negative,Collaboration|Respect
1539,Singapore,2018-02,Too much hierarchy and politics.,negative,Leadership
1540,Singapore,2018-02,Company very much guided by short term sharehoder return Mindset is still very industrial and mine / production focused,positive,Leadership
1541,American,2018-01,"Pace of change can be scary at times, but makes it exciting and challenging. The global nature is a positive but can make connecting more difficult",positive,Innovation|Collaboration
1542,Singapore,2018-01,"Like most big organisations, there are a lot of bureucracies and red tapes, which slows down a lot of approval process and limits introduction of new initiatives/projects.",negative,Collaboration
1543,Singapore,2018-01,"Constant changes to structure and jobs, leading to uncertainty and difficulty (temporarily) in adapting and performing within current roles.",negative,Leadership
1544,American,2018-01,Business and profit driven. Some unfairness,negative,Recognition|Collaboration
1545,Canada,2017-12,It's a nice company. There are a lot of advantages however the date of starting is a little fix. It cold be better.,positive,Belonging|Inclusion|Collaboration
1546,Canada,2018-01,"- Long hours of work, no worklife - balance consideration - Uncertainty and instability, too numerous changes in the direction where the company is going in the last 3 years. This company is not for “cardiac” people or they will not stay long - Lack of recognition. Lack of feedback in regards to our work. - As HSE being a priority, should focus more on wellness and wellbeing and mental wellness - - Loyalty. We can be long term employee or not, we are just ""a number"" that they can remove quickly. The company is not showing us the contrary unfortunately.",negative,Leadership|Respect|Belonging|Inclusion
1547,American,2017-12,"Sometimes shortsighted planning regarding staff numbers. Still maintain coal assets. Very male dominated company, could do more in this space.",negative,Collaboration|Respect
1548,Canada,2017-10,"Great level of stress, constant job uncertainty",negative,Leadership
1549,Australia,2017-11,None that i can think of,negative,Belonging
1550,Australia,2017-11,Management can sometimes be unproffessional or even cowboyish. Most are very respectable but there are a few that let the team down but as they have good technical and working knowledge they are generally left to there own devices to acheive the desired results.,negative,Belonging|Collaboration
1551,Australia,2017-09,"Fifo, camp life. Every aspect of the job has been squeezed corners cut and productivity over safety. A strong push for the appearance of a safety culture. Everything is subject to change for company requirements",negative,Belonging|Leadership|Respect
1552,Australia,2017-08,Very demanding environment with constant change. It requires high emotional resilience. Workloads can be high as the tend to have many initiatives on the go all the time,negative,Innovation|Collaboration
1553,Singapore,2017-08,Overly consultative and too consensus driven at times which can stall progress and decision making. Working across global timezones can be challenging/exhausting.,negative,Leadership|Collaboration
1554,United Kingdom,2017-07,Heavily male dominated and a real feeling it would be more difficult to climb as a woman.,negative,Belonging
1555,American,2017-05,Bullied small companies. Care about money and profit over employees and safety. Once were good but squeezed and squeezed employees until most now hate the company and show up just to be paid.,negative,Respect|Leadership|Recognition
1556,American,2017-05,"No prospects of growth, Stagnation.",negative,Leadership
1557,Australia,2017-04,Work-life balance with the 8 days on 6 days off roster. Staying longer duration on site can start getting to your nerves after a while.,negative,Collaboration
1558,United Kingdom,2017-05,"People are instiutionalised, due to redundancies people were miserable so made for a difficult work environment, easy to get siloed and things took forever to get done.",negative,Collaboration
1559,Canada,2017-04,You are just a number unless you have an exeptional manager or a mentor within the company. Creer development is zero,negative,Leadership|Collaboration
1560,Australia,2017-03,No career path for contractors,negative,Respect
1561,American,2017-04,No career advancement unless you are female or from an indigenous background,negative,Recognition
1562,American,2017-03,"Not the fault of the company, but the economic climate is leading to a wave of outsourcing and downsizing in the mining sector. Inevitably the larger companies are less agile in making decisions.",negative,Inclusion|Leadership
1563,Canada,2017-02,"Long hours, living away from home and family.",negative,Belonging
1564,American,2017-02,"Too many incompetent people and flatterers, only interest to climb their way up and nth else. Don't have a strong sense of career achievement if stay there for too long. Higher management team is pretty mean.",negative,Leadership|Belonging|Collaboration
1565,American,2017-02,constant org structure changes crippling the business.,negative,Leadership
1566,Canada,2017-01,"Fatigue Culture, lack of transparency from leader, transformation cut to deep and has left the morale and confidence for the future fractured",negative,Leadership
1567,United Kingdom,2017-01,No cons to employment at Rio Tinto which is interested in Win-Win situations for all stakeholders including market competitive rates for employees and contractors.,positive,Inclusion
1568,American,2017-01,"Less focus on career development for professionals, rigid systems (No flexible working options)",negative,Recognition
1569,Australia,2016-12,I don't find any cons for Rio,negative,Inclusion
1570,United Kingdom,2016-12,Cost cutting has led to low morale; nepotism in some parts of head office with executive assistants and other youngsters who have not been promoted on merit; sometimes a reluctance to challenge senior executives or managers.,negative,Leadership
1571,Australia,2016-12,"- you are just a number - completely sexist still, boys club in senior positions, they will have social drinks just with boys invited and won't invite any women, there is a negative light and negative comments are made about women that only work 3 or 4 days a week as they have young kids at home or have just had a baby - what makes it more annoying is that the company constantly talks about ""diversity & inclusion"" when it clearly the least diverse and least inclusive company around - people will outwardly lie to make you look bad so that they can try look better",negative,Diversity
1572,American,2016-11,Stagnancy owing to global downturn in the commodities market.,negative,Collaboration
1573,United Kingdom,2016-11,"The pay is not that great. Although the friendly atmosphere makes up for it because it does not even feel like work, it feels like getting to spend time with friends.",negative,Inclusion|Belonging
1574,United Kingdom,2016-11,Systems are appalling taking twice as long to get anything done. People work in silos. More and more is being squeezed out of employees with little or no reward. Company culture is non-existent. They certainly would be found on any 'Best Company to Work For' listing.,negative,Leadership|Belonging|Inclusion
